date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:53:42	6989/6989	---M-Z	200	added ('OK')	text/html	etag:%228fd618c2cd7565791f71f0b05965dcec%22	http://2007.drupalcamptoronto.org/	./2007.drupalcamptoronto.org/index/index.html	(from )
15:53:42	5430/5430	---M--	200	added ('OK')	image/x-icon	etag:%223974-1536-43aa3810c7480%22	http://2007.drupalcamptoronto.org/misc/favicon.ico	./2007.drupalcamptoronto.org/misc/favicon/index.ico	(from http://2007.drupalcamptoronto.org/)
15:53:42	678/678	---M-Z	200	added ('OK')	text/css	etag:%223a46-2a6-43606b4ced480%22	http://2007.drupalcamptoronto.org/modules/node/node.css	./2007.drupalcamptoronto.org/modules/node/node/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:43	737/737	---M-Z	200	added ('OK')	text/css	etag:%223a7f-2e1-41bd3d165c600%22	http://2007.drupalcamptoronto.org/modules/system/defaults.css	./2007.drupalcamptoronto.org/modules/system/defaults/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:43	6932/6932	---M-Z	200	added ('OK')	text/css	etag:%223a80-1b14-4251f9b444880%22	http://2007.drupalcamptoronto.org/modules/system/system.css	./2007.drupalcamptoronto.org/modules/system/system/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:43	858/858	---M-Z	200	added ('OK')	text/css	etag:%223aa4-35a-425cd90943cc0%22	http://2007.drupalcamptoronto.org/modules/user/user.css	./2007.drupalcamptoronto.org/modules/user/user/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:43	368/368	---M-Z	200	added ('OK')	text/css	etag:%223c47-170-44e2d5090bbc0%22	http://2007.drupalcamptoronto.org/sites/2007.drupalcamptoronto.org/modules/cck/content.css	./2007.drupalcamptoronto.org/sites/2007.drupalcamptoronto.org/modules/cck/content/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:43	2035/2035	---M-Z	200	added ('OK')	text/css	etag:%223f60-7f3-46910200da140%22	http://2007.drupalcamptoronto.org/sites/2007.drupalcamptoronto.org/modules/date/date.css	./2007.drupalcamptoronto.org/sites/2007.drupalcamptoronto.org/modules/date/date/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:44	206/206	---M-Z	200	added ('OK')	text/css	etag:%2239f3-ce-43606b4ced480%22	http://2007.drupalcamptoronto.org/modules/comment/comment.css	./2007.drupalcamptoronto.org/modules/comment/comment/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:44	16803/16803	---M-Z	200	added ('OK')	text/css	etag:%224604-41a3-473d977fcdb40%22	http://2007.drupalcamptoronto.org/themes/garland/style.css	./2007.drupalcamptoronto.org/themes/garland/style/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:44	1256/1256	---M-Z	200	added ('OK')	text/css	etag:%224602-4e8-42e5ad39c1ac0%22	http://2007.drupalcamptoronto.org/themes/garland/print.css	./2007.drupalcamptoronto.org/themes/garland/print/index.css	(from http://2007.drupalcamptoronto.org/)
15:53:45	5399/5399	---M--	200	added ('OK')	image/png	etag:%2245ff-1517-420f2fa28e080%22	http://2007.drupalcamptoronto.org/themes/garland/logo.png	./2007.drupalcamptoronto.org/themes/garland/logo/index.png	(from http://2007.drupalcamptoronto.org/)
15:53:45	31995/31995	---M-Z	200	added ('OK')	text/html	etag:%22395a955475c8c43a0d35c7094c3a4b3f%22	http://2007.drupalcamptoronto.org/attendees	./2007.drupalcamptoronto.org/attendees/index.html	(from http://2007.drupalcamptoronto.org/)
15:53:45	12382/12382	---M-Z	200	added ('OK')	text/html	etag:%22a2a3e5564a5f349545bca1f1a87fbf80%22	http://2007.drupalcamptoronto.org/announcements	./2007.drupalcamptoronto.org/announcements/index.html	(from http://2007.drupalcamptoronto.org/)
15:53:45	12395/12395	---M-Z	200	added ('OK')	text/html	etag:%22aec73c1b3380b0458908c03360e1256d%22	http://2007.drupalcamptoronto.org/schedule	./2007.drupalcamptoronto.org/schedule/index.html	(from http://2007.drupalcamptoronto.org/)
15:53:46	11334/11334	---M-Z	200	added ('OK')	text/html	etag:%2236dab8adbfe59b7fe44cbbc3b89100e6%22	http://2007.drupalcamptoronto.org/sponsors	./2007.drupalcamptoronto.org/sponsors/index.html	(from http://2007.drupalcamptoronto.org/)
15:53:47	7410/7410	---M-Z	200	added ('OK')	text/html	etag:%22b9c16d4236788cbf02bb01128661576a%22	http://2007.drupalcamptoronto.org/contact	./2007.drupalcamptoronto.org/contact/index.html	(from http://2007.drupalcamptoronto.org/)
15:53:47	12311/12311	---M-Z	200	added ('OK')	text/html	etag:%22088f83e17a99abad1d10614dee1b6153%22	http://2007.drupalcamptoronto.org/tracker	./2007.drupalcamptoronto.org/tracker/index.html	(from http://2007.drupalcamptoronto.org/)
15:53:48	0/0	---M-Z	302	error ('Found')	text/html	date:Mon,%2005%20Dec%202016%2006:53:47%20GMT	http://2007.drupalcamptoronto.org/node/211	./2007.drupalcamptoronto.org/node/211/index.html	(from http://2007.drupalcamptoronto.org/)
15:53:48	5600/5600	---M-Z	200	added ('OK')	text/html	etag:%223f5051bbe60f5b41e306e7908ba2a90b%22	http://2007.drupalcamptoronto.org/user/192	./2007.drupalcamptoronto.org/user/192/index.html	(from http://2007.drupalcamptoronto.org/)
